Days,Date,0_Cases,1_DailyCases,2_DailyCases- 3-daymovingaverage,3_DailyCases- 7-daymovingaverage,4_CurrentlyInfected
263,"Nov 04, 2020",24,0,0,0,1
264,"Nov 05, 2020",24,0,0,0,1
265,"Nov 06, 2020",24,0,0,0,1
266,"Nov 07, 2020",24,0,0,0,1
267,"Nov 08, 2020",24,0,0,0,1
268,"Nov 09, 2020",24,0,0,0,1
269,"Nov 10, 2020",24,0,0,0,1
270,"Nov 11, 2020",24,0,0,0,1
271,"Nov 12, 2020",24,0,0,0,1
272,"Nov 13, 2020",24,0,0,0,1
273,"Nov 14, 2020",24,0,0,0,1
274,"Nov 15, 2020",24,0,0,0,1
275,"Nov 16, 2020",24,0,0,0,1
276,"Nov 17, 2020",25,1,0,0,2
277,"Nov 18, 2020",25,0,1,0,2
278,"Nov 19, 2020",25,0,0,0,2
279,"Nov 20, 2020",25,0,0,1,2
280,"Nov 21, 2020",25,0,0,0,2
281,"Nov 22, 2020",25,0,0,0,2
282,"Nov 23, 2020",39,14,5,2,15
283,"Nov 24, 2020",39,0,4,2,15
284,"Nov 25, 2020",39,0,5,2,15
285,"Nov 26, 2020",39,0,0,2,15
286,"Nov 27, 2020",39,0,0,2,15
287,"Nov 28, 2020",39,0,0,2,15
288,"Nov 29, 2020",39,0,0,2,15
289,"Nov 30, 2020",39,0,0,0,13
290,"Dec 01, 2020",39,0,0,0,13
291,"Dec 02, 2020",39,0,0,0,13
292,"Dec 03, 2020",39,0,0,0,13
293,"Dec 04, 2020",39,0,0,0,13
294,"Dec 05, 2020",39,0,0,0,13
295,"Dec 06, 2020",39,0,0,0,13
296,"Dec 07, 2020",41,2,1,0,15
297,"Dec 08, 2020",41,0,0,1,13
298,"Dec 09, 2020",41,0,1,0,13
299,"Dec 10, 2020",41,0,0,0,8
300,"Dec 11, 2020",41,0,0,0,8
301,"Dec 12, 2020",41,0,0,1,8
302,"Dec 13, 2020",41,0,0,0,8
303,"Dec 14, 2020",41,0,0,0,7
304,"Dec 15, 2020",41,0,0,0,7
305,"Dec 16, 2020",41,0,0,0,5
306,"Dec 17, 2020",41,0,0,0,5
307,"Dec 18, 2020",41,0,0,0,5
308,"Dec 19, 2020",41,0,0,0,5
309,"Dec 20, 2020",41,0,0,0,5
310,"Dec 21, 2020",41,0,0,0,4
311,"Dec 22, 2020",41,0,0,0,4
312,"Dec 23, 2020",41,0,0,0,4
313,"Dec 24, 2020",41,0,0,0,4
314,"Dec 25, 2020",41,0,0,0,4
315,"Dec 26, 2020",41,0,0,0,4
316,"Dec 27, 2020",41,0,0,0,4
317,"Dec 28, 2020",41,0,0,0,1
318,"Dec 29, 2020",41,0,0,0,1
319,"Dec 30, 2020",41,0,0,0,1
320,"Dec 31, 2020",41,0,0,0,1
321,"Jan 01, 2021",41,0,0,0,1
322,"Jan 02, 2021",41,0,0,0,1
323,"Jan 03, 2021",41,0,0,0,1
324,"Jan 04, 2021",41,0,0,0,1
325,"Jan 05, 2021",41,0,0,0,1
326,"Jan 06, 2021",41,0,0,0,1
327,"Jan 07, 2021",41,0,0,0,1
328,"Jan 08, 2021",41,0,0,0,1
329,"Jan 09, 2021",41,0,0,0,1
330,"Jan 10, 2021",41,0,0,0,1
331,"Jan 11, 2021",41,0,0,0,1
332,"Jan 12, 2021",41,0,0,0,1
333,"Jan 13, 2021",41,0,0,0,1
334,"Jan 14, 2021",41,0,0,0,0
335,"Jan 15, 2021",41,0,0,0,0
336,"Jan 16, 2021",41,0,0,0,0
337,"Jan 17, 2021",41,0,0,0,0
338,"Jan 18, 2021",41,0,0,0,0
339,"Jan 19, 2021",41,0,0,0,0
340,"Jan 20, 2021",41,0,0,0,0
341,"Jan 21, 2021",41,0,0,0,0
342,"Jan 22, 2021",41,0,0,0,0
343,"Jan 23, 2021",41,0,0,0,0
344,"Jan 24, 2021",41,0,0,0,0
345,"Jan 25, 2021",44,3,1,0,3
346,"Jan 26, 2021",44,0,1,1,3
347,"Jan 27, 2021",44,0,1,0,3
348,"Jan 28, 2021",44,0,0,1,3
349,"Jan 29, 2021",44,0,0,0,3
350,"Jan 30, 2021",44,0,0,1,3
351,"Jan 31, 2021",44,0,0,0,3
352,"Feb 01, 2021",44,0,0,0,3
353,"Feb 02, 2021",44,0,0,0,3
354,"Feb 03, 2021",45,1,0,0,4
355,"Feb 04, 2021",45,0,1,0,4
356,"Feb 05, 2021",45,0,0,0,4
357,"Feb 06, 2021",45,0,0,1,4
358,"Feb 07, 2021",45,0,0,0,4
359,"Feb 08, 2021",45,0,0,0,4
360,"Feb 09, 2021",45,0,0,0,4
361,"Feb 10, 2021",45,0,0,0,4
362,"Feb 11, 2021",45,0,0,0,4
363,"Feb 12, 2021",45,0,0,0,4
364,"Feb 13, 2021",45,0,0,0,4
365,"Feb 14, 2021",45,0,0,0,4
366,"Feb 15, 2021",45,0,0,0,4
367,"Feb 16, 2021",45,0,0,0,4
368,"Feb 17, 2021",45,0,0,0,4
369,"Feb 18, 2021",45,0,0,0,4
370,"Feb 19, 2021",45,0,0,0,4
371,"Feb 20, 2021",45,0,0,0,4
372,"Feb 21, 2021",45,0,0,0,4
373,"Feb 22, 2021",45,0,0,0,3
374,"Feb 23, 2021",45,0,0,0,3
375,"Feb 24, 2021",45,0,0,0,3
376,"Feb 25, 2021",45,0,0,0,3
377,"Feb 26, 2021",45,0,0,0,3
378,"Feb 27, 2021",45,0,0,0,3
379,"Feb 28, 2021",45,0,0,0,3
380,"Mar 01, 2021",45,0,0,0,3
381,"Mar 02, 2021",45,0,0,0,3
382,"Mar 03, 2021",45,0,0,0,3
383,"Mar 04, 2021",45,0,0,0,3
384,"Mar 05, 2021",47,2,1,0,5
385,"Mar 06, 2021",47,0,0,1,5
386,"Mar 07, 2021",47,0,1,0,5
387,"Mar 08, 2021",47,0,0,0,5
