Days,Date,0_Cases,1_DailyCases,2_DailyCases- 3-daymovingaverage,3_DailyCases- 7-daymovingaverage,4_CurrentlyInfected
263,"Nov 04, 2020",17,0,0,0,1
264,"Nov 05, 2020",17,0,0,0,0
265,"Nov 06, 2020",17,0,0,0,0
266,"Nov 07, 2020",17,0,0,0,0
267,"Nov 08, 2020",17,0,0,0,0
268,"Nov 09, 2020",17,0,0,0,0
269,"Nov 10, 2020",17,0,0,0,0
270,"Nov 11, 2020",17,0,0,0,0
271,"Nov 12, 2020",18,1,0,0,1
272,"Nov 13, 2020",18,0,1,0,1
273,"Nov 14, 2020",18,0,0,0,1
274,"Nov 15, 2020",18,0,0,1,1
275,"Nov 16, 2020",18,0,0,0,1
276,"Nov 17, 2020",18,0,0,0,1
277,"Nov 18, 2020",18,0,0,0,1
278,"Nov 19, 2020",18,0,0,0,0
279,"Nov 20, 2020",18,0,0,0,0
280,"Nov 21, 2020",18,0,0,0,0
281,"Nov 22, 2020",18,0,0,0,0
282,"Nov 23, 2020",18,0,0,0,0
283,"Nov 24, 2020",18,0,0,0,0
284,"Nov 25, 2020",18,0,0,0,0
285,"Nov 26, 2020",18,0,0,0,0
286,"Nov 27, 2020",18,0,0,0,0
287,"Nov 28, 2020",18,0,0,0,0
288,"Nov 29, 2020",18,0,0,0,0
289,"Nov 30, 2020",18,0,0,0,0
290,"Dec 01, 2020",18,0,0,0,0
291,"Dec 02, 2020",18,0,0,0,0
292,"Dec 03, 2020",18,0,0,0,0
293,"Dec 04, 2020",18,0,0,0,0
294,"Dec 05, 2020",18,0,0,0,0
295,"Dec 06, 2020",18,0,0,0,0
296,"Dec 07, 2020",18,0,0,0,0
297,"Dec 08, 2020",19,1,0,0,1
298,"Dec 09, 2020",19,0,1,0,1
299,"Dec 10, 2020",19,0,0,0,1
300,"Dec 11, 2020",19,0,0,1,1
301,"Dec 12, 2020",19,0,0,0,1
302,"Dec 13, 2020",19,0,0,0,1
303,"Dec 14, 2020",19,0,0,0,1
304,"Dec 15, 2020",19,0,0,0,1
305,"Dec 16, 2020",19,0,0,0,1
306,"Dec 17, 2020",19,0,0,0,1
307,"Dec 18, 2020",19,0,0,0,1
308,"Dec 19, 2020",19,0,0,0,0
309,"Dec 20, 2020",19,0,0,0,0
310,"Dec 21, 2020",25,6,2,1,6
311,"Dec 22, 2020",25,0,2,1,6
312,"Dec 23, 2020",25,0,2,1,6
313,"Dec 24, 2020",25,0,0,0,6
314,"Dec 25, 2020",26,1,0,1,7
315,"Dec 26, 2020",26,0,1,1,7
316,"Dec 27, 2020",26,0,0,1,7
317,"Dec 28, 2020",26,0,0,1,7
318,"Dec 29, 2020",26,0,0,0,7
319,"Dec 30, 2020",27,1,0,0,7
320,"Dec 31, 2020",27,0,1,0,6
321,"Jan 01, 2021",27,0,0,0,6
322,"Jan 02, 2021",27,0,0,1,6
323,"Jan 03, 2021",27,0,0,0,6
324,"Jan 04, 2021",27,0,0,0,6
325,"Jan 05, 2021",27,0,0,0,2
326,"Jan 06, 2021",27,0,0,0,2
327,"Jan 07, 2021",27,0,0,0,2
328,"Jan 08, 2021",29,2,1,0,1
329,"Jan 09, 2021",29,0,0,1,1
330,"Jan 10, 2021",29,0,1,0,1
331,"Jan 11, 2021",29,0,0,0,1
332,"Jan 12, 2021",29,0,0,0,1
333,"Jan 13, 2021",29,0,0,1,1
334,"Jan 14, 2021",30,1,0,0,1
335,"Jan 15, 2021",30,0,1,0,1
336,"Jan 16, 2021",30,0,0,0,1
337,"Jan 17, 2021",30,0,0,1,1
338,"Jan 18, 2021",30,0,0,0,1
339,"Jan 19, 2021",30,0,0,0,1
340,"Jan 20, 2021",30,0,0,0,1
341,"Jan 21, 2021",30,0,0,0,1
342,"Jan 22, 2021",30,0,0,0,0
343,"Jan 23, 2021",30,0,0,0,0
344,"Jan 24, 2021",30,0,0,0,0
345,"Jan 25, 2021",30,0,0,0,0
346,"Jan 26, 2021",30,0,0,0,0
347,"Jan 27, 2021",30,0,0,0,0
348,"Jan 28, 2021",30,0,0,0,0
349,"Jan 29, 2021",30,0,0,0,0
350,"Jan 30, 2021",30,0,0,0,0
351,"Jan 31, 2021",30,0,0,0,0
352,"Feb 01, 2021",30,0,0,0,0
353,"Feb 02, 2021",30,0,0,0,0
354,"Feb 03, 2021",30,0,0,0,0
355,"Feb 04, 2021",30,0,0,0,0
356,"Feb 05, 2021",30,0,0,0,0
357,"Feb 06, 2021",30,0,0,0,0
358,"Feb 07, 2021",30,0,0,0,0
359,"Feb 08, 2021",30,0,0,0,0
360,"Feb 09, 2021",30,0,0,0,0
361,"Feb 10, 2021",30,0,0,0,0
362,"Feb 11, 2021",30,0,0,0,0
363,"Feb 12, 2021",30,0,0,0,0
364,"Feb 13, 2021",30,0,0,0,0
365,"Feb 14, 2021",30,0,0,0,0
366,"Feb 15, 2021",30,0,0,0,0
367,"Feb 16, 2021",30,0,0,0,0
368,"Feb 17, 2021",30,0,0,0,0
369,"Feb 18, 2021",30,0,0,0,0
370,"Feb 19, 2021",30,0,0,0,0
371,"Feb 20, 2021",30,0,0,0,0
372,"Feb 21, 2021",30,0,0,0,0
373,"Feb 22, 2021",30,0,0,0,0
374,"Feb 23, 2021",30,0,0,0,0
375,"Feb 24, 2021",30,0,0,0,0
376,"Feb 25, 2021",30,0,0,0,0
377,"Feb 26, 2021",30,0,0,0,0
378,"Feb 27, 2021",30,0,0,0,0
379,"Feb 28, 2021",30,0,0,0,0
380,"Mar 01, 2021",30,0,0,0,0
381,"Mar 02, 2021",30,0,0,0,0
382,"Mar 03, 2021",30,0,0,0,0
383,"Mar 04, 2021",31,1,0,0,1
384,"Mar 05, 2021",31,0,1,0,1
385,"Mar 06, 2021",31,0,0,0,1
386,"Mar 07, 2021",31,0,0,1,1
387,"Mar 08, 2021",31,0,0,0,1
