Days,Date,0_DeathRate,1_RecoveryRate,2_Cases,3_DailyCases,4_DailyCases- 3-daymovingaverage,5_DailyCases- 7-daymovingaverage,6_CurrentlyInfected,7_Deaths,8_DailyDeaths,9_DailyDeaths- 3-daymovingaverage,10_DailyDeaths- 7-daymovingaverage,11_NewRecoveries,12_NewCases,13_DeathRate,14_RecoveryRate
44,"Mar 30, 2020",23.880,76.120,1251,227,121,107,1117,32,5,4,3,7,227,23.880,76.120
45,"Mar 31, 2020",22.150,77.850,1397,146,137,123,1239,35,3,3,3,21,146,22.150,77.850
46,"Apr 01, 2020",28.160,71.840,1998,601,325,192,1792,58,23,11,7,25,601,28.160,71.840
47,"Apr 02, 2020",27.380,72.620,2543,545,430,259,2280,72,14,13,7,43,545,27.380,72.620
48,"Apr 03, 2020",30.940,69.060,3059,516,554,310,2781,86,14,17,10,1,516,30.940,69.060
49,"Apr 04, 2020",30.180,69.820,3588,529,530,372,3260,99,13,14,10,37,529,30.180,69.820
50,"Apr 05, 2020",26.460,73.540,4289,701,582,466,3843,118,19,15,13,99,701,26.460,73.540
51,"Apr 06, 2020",26.610,73.390,4778,489,573,504,4267,136,18,17,15,47,489,26.610,73.390
52,"Apr 07, 2020",25.480,74.520,5351,573,588,565,4723,160,24,20,18,93,573,25.480,74.520
53,"Apr 08, 2020",26.020,73.980,5916,565,542,560,5232,178,18,20,17,38,565,26.020,73.980
54,"Apr 09, 2020",26.330,73.670,6725,809,649,597,5863,227,49,30,22,129,809,26.330,73.670
55,"Apr 10, 2020",24.340,75.660,7600,875,750,649,6577,249,22,30,24,139,875,24.340,75.660
56,"Apr 11, 2020",22.910,77.090,8446,846,843,694,7189,288,39,37,27,195,846,22.910,77.090
57,"Apr 12, 2020",23.460,76.540,9205,759,827,702,7794,331,43,34,30,111,759,23.460,76.540
58,"Apr 13, 2020",23.260,76.740,10453,1248,951,811,8914,358,27,37,32,101,1248,23.260,76.740
59,"Apr 14, 2020",22.430,77.570,11487,1034,1014,876,9735,393,35,35,33,178,1034,22.430,77.570
60,"Apr 15, 2020",21.870,78.130,12370,883,1055,922,10440,422,29,30,35,149,883,21.870,78.130
61,"Apr 16, 2020",20.220,79.780,13430,1060,992,958,11214,448,26,30,32,260,1060,20.220,79.780
62,"Apr 17, 2020",19.230,80.770,14352,922,955,965,11825,486,38,31,33,273,922,19.230,80.770
63,"Apr 18, 2020",17.460,82.540,16365,2013,1332,1131,13381,521,35,33,34,422,2013,17.460,82.540
64,"Apr 19, 2020",16.380,83.620,17615,1250,1395,1202,14202,559,38,37,32,391,1250,16.380,83.620
65,"Apr 20, 2020",15.320,84.680,18539,924,1395,1155,14674,592,33,35,34,419,924,15.320,84.680
66,"Apr 21, 2020",13.960,86.040,20080,1541,1239,1227,15460,645,53,42,36,702,1541,13.960,86.040
67,"Apr 22, 2020",13.480,86.520,21370,1290,1251,1286,16319,681,36,40,37,395,1290,13.480,86.520
68,"Apr 23, 2020",12.580,87.420,23039,1669,1500,1373,17306,721,40,43,39,642,1669,12.580,87.420
69,"Apr 24, 2020",12.430,87.570,24447,1408,1456,1442,18171,780,59,45,42,484,1408,12.430,87.570
70,"Apr 25, 2020",12.200,87.800,26283,1836,1638,1417,19519,825,45,48,43,443,1836,12.200,87.800
71,"Apr 26, 2020",11.900,88.100,27890,1607,1617,1468,20486,881,56,54,46,584,1607,11.900,88.100
72,"Apr 27, 2020",11.630,88.370,29451,1561,1668,1558,21375,939,58,53,50,614,1561,11.630,88.370
73,"Apr 28, 2020",11.510,88.490,31324,1873,1680,1607,22569,1008,69,61,52,610,1873,11.510,88.490
74,"Apr 29, 2020",11.340,88.660,33062,1738,1724,1670,23546,1079,71,66,56,690,1738,11.340,88.660
75,"Apr 30, 2020",11.290,88.710,34863,1801,1804,1689,24641,1154,75,71,62,631,1801,11.290,88.710
76,"May 01, 2020",10.890,89.110,37257,2394,1978,1830,26027,1223,69,72,64,939,2394,10.890,89.110
77,"May 02, 2020",10.900,89.100,39699,2442,2212,1917,27557,1323,100,81,71,812,2442,10.900,89.100
78,"May 03, 2020",10.570,89.430,42505,2806,2547,2088,29339,1391,68,79,73,956,2806,10.570,89.430
79,"May 04, 2020",10.870,89.130,46437,3932,3060,2426,32024,1566,175,115,89,1072,3932,10.870,89.130
80,"May 05, 2020",10.690,89.310,49400,2963,3234,2582,33565,1693,127,123,98,1295,2963,10.690,89.310
81,"May 06, 2020",10.430,89.570,52987,3587,3494,2847,35871,1785,92,131,101,1189,3587,10.430,89.570
82,"May 07, 2020",10.120,89.880,56351,3364,3305,3070,37686,1889,104,108,105,1445,3364,10.120,89.880
83,"May 08, 2020",9.990,90.010,59695,3344,3431,3205,39823,1985,96,97,109,1111,3344,9.990,90.010
84,"May 09, 2020",9.820,90.180,62808,3113,3274,3301,41406,2101,116,106,111,1414,3113,9.820,90.180
85,"May 10, 2020",9.540,90.460,67161,4353,3603,3523,43980,2212,111,107,117,1668,4353,9.540,90.460
86,"May 11, 2020",9.230,90.770,70768,3607,3691,3475,45925,2294,82,103,104,1580,3607,9.230,90.770
87,"May 12, 2020",9.000,91.000,74292,3524,3828,3556,47457,2415,121,105,103,1871,3524,9.000,91.000
88,"May 13, 2020",8.810,91.190,78055,3763,3632,3582,49104,2551,136,113,110,1980,3763,8.810,91.190
89,"May 14, 2020",8.650,91.350,81997,3942,3743,3663,51379,2649,98,118,108,1569,3942,8.650,91.350
90,"May 15, 2020",8.340,91.660,85784,3787,3830,3727,52773,2753,104,113,110,2289,3787,8.340,91.660
91,"May 16, 2020",7.740,92.260,90648,4864,4198,3977,53553,2871,118,107,110,3966,4864,7.740,92.260
92,"May 17, 2020",7.600,92.400,95698,5050,4567,4077,55878,3025,154,125,116,2571,5050,7.600,92.400
93,"May 18, 2020",7.450,92.550,100328,4630,4848,4223,57939,3156,131,134,123,2438,4630,7.450,92.550
94,"May 19, 2020",7.240,92.760,106475,6147,5276,4598,60864,3302,146,144,127,3076,6147,7.240,92.760
95,"May 20, 2020",7.030,92.970,112028,5553,5443,4853,63172,3434,132,136,126,3113,5553,7.030,92.970
96,"May 21, 2020",6.870,93.130,118226,6198,5966,5175,66089,3584,150,143,134,3131,6198,6.870,93.130
97,"May 22, 2020",6.710,93.290,124794,6568,6106,5573,69244,3726,142,141,139,3271,6568,6.710,93.290
98,"May 23, 2020",6.640,93.360,131423,6629,6465,5825,73170,3868,142,145,142,2561,6629,6.640,93.360
99,"May 24, 2020",6.520,93.480,138536,7113,6770,6120,76820,4024,156,147,143,3307,7113,6.520,93.480
100,"May 25, 2020",6.430,93.570,144950,6414,6719,6375,80072,4172,148,148,145,3014,6414,6.430,93.570
101,"May 26, 2020",6.330,93.670,150793,5843,6457,6331,82172,4344,172,159,149,3571,5843,6.330,93.670
102,"May 27, 2020",6.270,93.730,158086,7293,6516,6579,85803,4534,190,170,157,3472,7293,6.270,93.730
103,"May 28, 2020",6.230,93.770,165386,7300,6812,6738,89755,4711,177,180,161,3171,7300,6.230,93.770
104,"May 29, 2020",5.680,94.320,173491,8105,7566,6956,85884,4980,269,212,179,11707,8105,5.680,94.320
105,"May 30, 2020",5.630,94.370,181827,8336,7914,7201,89706,5185,205,217,188,4309,8336,5.630,94.370
106,"May 31, 2020",5.560,94.440,190609,8782,8408,7439,93349,5408,223,232,198,4916,8782,5.560,94.440
107,"Jun 01, 2020",5.530,94.470,198370,7761,8293,7631,97008,5608,200,209,205,3902,7761,5.530,94.470
108,"Jun 02, 2020",5.490,94.510,207191,8821,8454,8057,101077,5829,221,215,212,4531,8821,5.490,94.510
109,"Jun 03, 2020",5.530,94.470,216824,9633,8739,8391,106665,6088,259,227,222,3786,9633,5.530,94.470
110,"Jun 04, 2020",5.540,94.460,226713,9889,9447,8761,111900,6363,275,251,236,4379,9889,5.540,94.460
111,"Jun 05, 2020",5.550,94.450,236184,9471,9665,8956,116302,6649,286,274,239,4783,9471,5.550,94.450
112,"Jun 06, 2020",5.530,94.470,246622,10438,9932,9257,120981,6946,297,286,251,5462,10438,5.530,94.470
113,"Jun 07, 2020",5.500,94.500,257486,10864,10258,9554,126431,7207,261,281,257,5153,10864,5.500,94.500
114,"Jun 08, 2020",5.470,94.530,265928,8442,9915,9651,129360,7473,266,275,267,5247,8442,5.470,94.530
115,"Jun 09, 2020",5.440,94.560,274780,8852,9386,9655,132896,7719,246,257,270,5070,8852,5.440,94.560
116,"Jun 10, 2020",5.440,94.560,287155,12375,9889,10048,138069,8107,388,300,288,6814,12375,5.440,94.560
117,"Jun 11, 2020",5.470,94.530,298283,11128,10785,10224,142810,8501,394,343,306,5993,11128,5.470,94.530
118,"Jun 12, 2020",5.450,94.550,309603,11320,11608,10488,146482,8890,389,390,320,7259,11320,5.450,94.550
119,"Jun 13, 2020",5.360,94.640,321626,12023,11490,10715,150101,9199,309,364,322,8095,12023,5.360,94.640
120,"Jun 14, 2020",5.310,94.690,332783,11157,11500,10757,153574,9520,321,340,330,7363,11157,5.310,94.690
121,"Jun 15, 2020",5.210,94.790,343026,10243,11141,11014,152791,9915,395,342,349,10631,10243,5.210,94.790
122,"Jun 16, 2020",5.980,94.020,354161,11135,10845,11340,154688,11921,2006,907,600,7232,11135,5.980,94.020
123,"Jun 17, 2020",5.930,94.070,367264,13103,11494,11444,160564,12262,341,914,594,6886,13103,5.930,94.070
124,"Jun 18, 2020",5.790,94.210,381091,13827,12688,11830,163305,12604,342,896,586,10744,13827,5.790,94.210
125,"Jun 19, 2020",5.710,94.290,395812,14721,13884,12316,168636,12970,366,350,583,9024,14721,5.710,94.290
126,"Jun 20, 2020",5.500,94.500,411727,15915,14821,12871,170269,13277,307,338,582,13975,15915,5.500,94.500
127,"Jun 21, 2020",5.460,94.540,426910,15183,15273,13447,175955,13703,426,367,598,9071,15183,5.460,94.540
128,"Jun 22, 2020",5.350,94.650,440450,13540,14879,13918,178298,14015,312,348,586,10885,13540,5.350,94.650
129,"Jun 23, 2020",5.300,94.700,456115,15665,14796,14564,183058,14483,468,402,366,10437,15665,5.300,94.700
130,"Jun 24, 2020",5.200,94.800,472985,16870,15359,15103,186390,14907,424,401,377,13114,16870,5.200,94.800
131,"Jun 25, 2020",5.090,94.910,491170,18185,16906,15726,190191,15308,401,431,387,13983,18185,5.090,94.910
132,"Jun 26, 2020",5.030,94.970,509446,18276,17777,16233,197840,15689,381,402,388,10246,18276,5.030,94.970
133,"Jun 27, 2020",4.940,95.060,529577,20131,18864,16836,203328,16103,414,399,404,14229,20131,4.940,95.060
134,"Jun 28, 2020",4.870,95.130,549197,19620,19343,17470,210936,16487,384,393,398,11628,19620,4.870,95.130
135,"Jun 29, 2020",4.800,95.200,567536,18339,19363,18155,215361,16904,417,405,412,13497,18339,4.800,95.200
136,"Jun 30, 2020",4.770,95.230,585792,18256,18738,18525,220546,17410,506,436,418,12565,18256,4.770,95.230
137,"Jul 01, 2020",4.720,95.280,605220,19428,18675,18891,227476,17848,438,453,421,12060,19428,4.720,95.280
138,"Jul 02, 2020",4.580,95.420,627168,21948,19877,19428,229041,18225,377,441,416,20006,21948,4.580,95.420
139,"Jul 03, 2020",4.520,95.480,649889,22721,21366,20063,236901,18669,444,419,426,14417,22721,4.520,95.480
140,"Jul 04, 2020",4.500,95.500,673904,24015,22894,20619,245563,19279,610,477,454,14743,24015,4.500,95.500
141,"Jul 05, 2020",4.430,95.570,697836,23932,23556,21234,253245,19700,421,492,459,15829,23932,4.430,95.570
142,"Jul 06, 2020",4.380,95.620,720346,22510,23486,21830,260022,20174,474,502,467,15259,22510,4.380,95.620
143,"Jul 07, 2020",4.320,95.680,743481,23135,23192,22527,265770,20653,479,458,463,16908,23135,4.320,95.680
144,"Jul 08, 2020",4.250,95.750,769052,25571,23739,23404,271354,21144,491,481,471,19496,25571,4.250,95.750
145,"Jul 09, 2020",4.180,95.820,794842,25790,24832,23954,277259,21623,479,483,485,19406,25790,4.180,95.820
146,"Jul 10, 2020",4.110,95.890,822603,27761,26374,24673,284253,22144,521,497,497,20246,27761,4.110,95.890
147,"Jul 11, 2020",4.060,95.940,850358,27755,27102,25208,291440,22687,543,514,487,20025,27755,4.060,95.940
148,"Jul 12, 2020",4.010,95.990,879466,29108,28208,25947,301850,23187,500,522,498,18198,29108,4.010,95.990
149,"Jul 13, 2020",3.980,96.020,907645,28179,28347,26757,311806,23727,540,527,507,17683,28179,3.980,96.020
150,"Jul 14, 2020",3.940,96.060,937487,29842,29043,27715,320092,24315,588,543,524,20968,29842,3.940,96.060
151,"Jul 15, 2020",3.900,96.100,970169,32682,30235,28731,331505,24929,614,581,540,20655,32682,3.900,96.100
152,"Jul 16, 2020",3.870,96.130,1005637,35468,32664,30114,343426,25609,680,627,570,22867,35468,3.870,96.130
153,"Jul 17, 2020",3.860,96.140,1040457,34820,34323,31122,360094,26285,676,657,591,17476,34820,3.860,96.140
154,"Jul 18, 2020",3.810,96.190,1077864,37407,35898,32501,373406,26828,543,633,592,23552,37407,3.810,96.190
155,"Jul 19, 2020",3.780,96.220,1118107,40243,37490,34091,390205,27503,675,631,616,22769,40243,3.780,96.220
156,"Jul 20, 2020",3.730,96.270,1154917,36810,38154,35325,402116,28099,596,605,625,24303,36810,3.730,96.270
157,"Jul 21, 2020",3.680,96.320,1194085,39168,38740,36657,412922,28770,671,647,636,27691,39168,3.680,96.320
158,"Jul 22, 2020",3.670,96.330,1239684,45599,40526,38502,425528,29890,1120,796,709,31873,45599,3.670,96.330
159,"Jul 23, 2020",3.610,96.390,1288130,48446,44404,40356,439892,30645,755,848,720,33327,48446,3.610,96.390
160,"Jul 24, 2020",3.560,96.440,1337022,48892,47646,42366,455509,31406,761,879,731,32514,48892,3.560,96.440
161,"Jul 25, 2020",3.500,96.500,1385494,48472,48603,43947,467163,32096,690,735,753,36128,48472,3.500,96.500
162,"Jul 26, 2020",3.450,96.550,1436019,50525,49296,45416,484472,32812,716,723,758,32500,50525,3.450,96.550
163,"Jul 27, 2020",3.390,96.610,1482503,46484,48494,46798,495866,33448,636,680,764,34454,46484,3.390,96.610
164,"Jul 28, 2020",3.350,96.650,1532135,49632,48880,48293,509141,34224,776,710,779,35581,49632,3.350,96.650
165,"Jul 29, 2020",3.310,96.690,1584384,52249,49455,49243,527770,35003,779,730,731,32841,52249,3.310,96.690
166,"Jul 30, 2020",3.270,96.730,1639350,54966,52283,50174,544471,35786,783,779,734,37482,54966,3.270,96.730
167,"Jul 31, 2020",3.230,96.770,1697054,57704,54973,51434,564856,36551,765,776,735,36554,57704,3.230,96.770
168,"Aug 01, 2020",3.160,96.840,1751919,54865,55845,52346,567637,37403,852,800,758,51232,54865,3.160,96.840
169,"Aug 02, 2020",3.110,96.890,1804702,52783,55117,52669,579313,38161,758,792,765,40349,52783,3.110,96.890
170,"Aug 03, 2020",3.070,96.930,1855331,50629,52759,53261,585920,38971,810,806,789,43212,50629,3.070,96.930
171,"Aug 04, 2020",3.010,96.990,1906613,51282,51565,53497,585133,39820,849,806,799,51220,51282,3.010,96.990
172,"Aug 05, 2020",2.980,97.020,1963239,56626,52845,54122,595300,40739,919,859,819,45540,56626,2.980,97.020
173,"Aug 06, 2020",2.930,97.070,2025409,62170,56693,55151,606387,41638,899,889,836,50184,62170,2.930,97.070
174,"Aug 07, 2020",2.900,97.100,2086864,61455,60084,55688,616617,42578,940,920,861,50285,61455,2.900,97.100
175,"Aug 08, 2020",2.850,97.150,2152020,65156,62927,57157,628763,43453,875,904,865,52135,65156,2.850,97.150
176,"Aug 09, 2020",2.820,97.180,2214137,62117,62909,58491,635393,44466,1013,943,900,54474,62117,2.820,97.180
177,"Aug 10, 2020",2.790,97.210,2267153,53016,60096,58831,640160,45353,887,925,912,47362,53016,2.790,97.210
178,"Aug 11, 2020",2.740,97.260,2328405,61252,58795,60256,644116,46188,835,912,910,56461,61252,2.740,97.260
179,"Aug 12, 2020",2.700,97.300,2395471,67066,60445,61748,652473,47138,950,890,914,57759,67066,2.700,97.300
180,"Aug 13, 2020",2.680,97.320,2459613,64142,64153,62029,660833,48144,1006,931,929,54776,64142,2.680,97.320
181,"Aug 14, 2020",2.650,97.350,2525222,65609,65606,62622,668532,49134,990,982,937,56920,65609,2.650,97.350
182,"Aug 15, 2020",2.620,97.380,2589208,63986,64579,62456,678452,50084,950,982,947,53116,63986,2.620,97.380
183,"Aug 16, 2020",2.590,97.410,2647316,58108,62568,61883,678195,51045,961,967,940,57404,58108,2.590,97.410
184,"Aug 17, 2020",2.560,97.440,2701604,54288,58794,62064,673431,51925,880,930,939,58172,54288,2.560,97.440
185,"Aug 18, 2020",2.540,97.460,2766626,65022,59139,62603,676909,53014,1089,977,975,60455,65022,2.540,97.460
186,"Aug 19, 2020",2.510,97.490,2835822,69196,62835,62907,685760,53994,980,983,980,59365,69196,2.510,97.490
187,"Aug 20, 2020",2.480,97.520,2904329,68507,67575,63531,691413,54975,981,1016,975,61873,68507,2.480,97.520
188,"Aug 21, 2020",2.460,97.540,2973368,69039,68914,64021,696641,55928,953,972,971,62858,69039,2.460,97.540
189,"Aug 22, 2020",2.430,97.570,3043436,70068,69205,64890,706690,56846,918,950,966,59101,70068,2.430,97.570
190,"Aug 23, 2020",2.410,97.590,3105185,61749,66952,65410,710697,57692,846,906,950,56896,61749,2.410,97.590
191,"Aug 24, 2020",2.380,97.620,3164881,59696,63838,66182,703234,58546,854,873,945,66305,59696,2.380,97.620
192,"Aug 25, 2020",2.360,97.640,3231754,66873,62772,66447,704890,59612,1066,922,943,64151,66873,2.360,97.640
193,"Aug 26, 2020",2.350,97.650,3307749,75995,67522,67418,723677,60629,1017,979,948,56191,75995,2.350,97.650
194,"Aug 27, 2020",2.330,97.670,3384575,76826,73231,68607,739818,61694,1065,1049,960,59620,76826,2.330,97.670
195,"Aug 28, 2020",2.310,97.690,3461240,76665,76495,69696,750989,62713,1019,1034,969,64475,76665,2.310,97.690
196,"Aug 29, 2020",2.290,97.710,3539712,78472,77321,70896,763535,63657,944,1009,973,64982,78472,2.290,97.710
197,"Aug 30, 2020",2.280,97.720,3619169,79457,78198,73426,781624,64617,960,974,989,60408,79457,2.280,97.720
198,"Aug 31, 2020",2.250,97.750,3687939,68770,75567,74723,785127,65435,818,908,984,64449,68770,2.250,97.750
199,"Sep 01, 2020",2.240,97.760,3766108,78169,75465,76336,800127,66460,1025,934,979,62144,78169,2.240,97.760
200,"Sep 02, 2020",2.220,97.780,3848968,82860,76600,77317,814086,67486,1026,956,979,67875,82860,2.220,97.780
201,"Sep 03, 2020",2.210,97.790,3933124,84156,81728,78364,829668,68569,1083,1045,982,67491,84156,2.210,97.790
202,"Sep 04, 2020",2.190,97.810,4020239,87115,84710,79857,846092,69635,1066,1058,989,69625,87115,2.190,97.810
203,"Sep 05, 2020",2.180,97.820,4110839,90600,87291,81590,862487,70679,1044,1065,1003,73161,90600,2.180,97.820
204,"Sep 06, 2020",2.160,97.840,4202562,91723,89812,83342,883578,71687,1008,1039,1010,69624,91723,2.160,97.840
205,"Sep 07, 2020",2.150,97.850,4277584,75022,85782,84235,883348,72816,1129,1060,1055,74123,75022,2.150,97.850
206,"Sep 08, 2020",2.130,97.870,4367436,89852,85532,85904,897486,73923,1107,1082,1066,74607,89852,2.130,97.870
207,"Sep 09, 2020",2.120,97.880,4462965,95529,86801,87714,918790,75091,1168,1134,1086,73057,95529,2.120,97.880
208,"Sep 10, 2020",2.110,97.890,4559725,96760,94047,89514,943438,76304,1213,1163,1105,70899,96760,2.110,97.890
209,"Sep 11, 2020",2.100,97.900,4657379,97654,96648,91020,958435,77506,1202,1194,1125,81455,97654,2.100,97.900
210,"Sep 12, 2020",2.080,97.920,4751788,94409,96274,91564,973876,78614,1108,1175,1133,77860,94409,2.080,97.920
211,"Sep 13, 2020",2.070,97.930,4845003,93215,95093,91778,988205,79754,1140,1150,1153,77746,93215,2.070,97.930
212,"Sep 14, 2020",2.050,97.950,4926914,81911,89845,92761,989860,80808,1054,1100,1142,79202,81911,2.050,97.950
213,"Sep 15, 2020",2.040,97.960,5018034,91120,88749,92943,996832,82091,1283,1159,1166,82865,91120,2.040,97.960
214,"Sep 16, 2020",2.030,97.970,5115893,97859,90296,93275,1010614,83230,1139,1159,1163,82938,97859,2.030,97.970
215,"Sep 17, 2020",2.010,97.990,5212686,96793,95258,93280,1018454,84404,1174,1199,1157,87779,96793,2.010,97.990
216,"Sep 18, 2020",2.000,98.000,5305475,92789,95813,92585,1014649,85625,1221,1178,1160,95373,92789,2.000,98.000
217,"Sep 19, 2020",1.980,98.020,5398230,92755,94113,92349,1011732,86774,1149,1181,1166,94523,92755,1.980,98.020
218,"Sep 20, 2020",1.960,98.040,5485612,87382,90975,91516,1005053,87909,1135,1168,1165,92926,87382,1.960,98.040
219,"Sep 21, 2020",1.940,98.060,5560105,74493,84877,90456,976420,88965,1056,1114,1165,102070,74493,1.940,98.060
220,"Sep 22, 2020",1.930,98.070,5640496,80391,80755,88923,968655,90021,1056,1082,1133,87100,80391,1.930,98.070
221,"Sep 23, 2020",1.910,98.090,5730184,89688,81524,87756,967161,91173,1152,1088,1135,90030,89688,1.910,98.090
222,"Sep 24, 2020",1.910,98.090,5816103,85919,85333,86202,970795,92317,1144,1117,1130,81141,85919,1.910,98.090
223,"Sep 25, 2020",1.890,98.110,5901571,85468,87025,85157,961993,93410,1093,1130,1112,93177,85468,1.890,98.110
224,"Sep 26, 2020",1.880,98.120,5990581,89010,86799,84621,957359,94534,1124,1120,1109,92520,89010,1.880,98.120
225,"Sep 27, 2020",1.870,98.130,6073348,82767,85748,83962,964407,95574,1040,1086,1095,74679,82767,1.870,98.130
226,"Sep 28, 2020",1.850,98.150,6143019,69671,80483,83274,948095,96351,777,980,1055,85206,69671,1.850,98.150
227,"Sep 29, 2020",1.850,98.150,6223519,80500,77646,83289,941356,97529,1178,999,1073,86061,80500,1.850,98.150
228,"Sep 30, 2020",1.840,98.160,6310267,86748,78973,82869,941552,98708,1179,1044,1076,85373,86748,1.840,98.160
229,"Oct 01, 2020",1.830,98.170,6391960,81693,82980,82265,943503,99804,1096,1151,1070,78646,81693,1.830,98.170
230,"Oct 02, 2020",1.830,98.170,6471934,79974,82805,81481,945982,100875,1071,1116,1066,76424,79974,1.830,98.170
231,"Oct 03, 2020",1.820,98.180,6547413,75479,79049,79547,938869,101812,937,1034,1040,81655,75479,1.820,98.180
232,"Oct 04, 2020",1.810,98.190,6622180,74767,76740,78405,936013,102714,902,970,1020,76721,74767,1.810,98.190
233,"Oct 05, 2020",1.800,98.200,6682073,59893,70046,77007,919363,103600,886,909,1035,75657,59893,1.800,98.200
234,"Oct 06, 2020",1.790,98.210,6754179,72106,68922,75809,908335,104591,991,926,1009,82143,72106,1.790,98.210
235,"Oct 07, 2020",1.780,98.220,6832988,78809,70269,74674,902972,105554,963,947,978,83209,78809,1.780,98.220
236,"Oct 08, 2020",1.770,98.230,6903812,70824,73913,73122,894084,106521,967,973,960,78745,70824,1.770,98.230
