Days,Date,0_CurrentlyInfected,1_DeathRate,2_RecoveryRate,3_Cases,4_DailyCases,5_DailyCases- 3-daymovingaverage,6_DailyCases- 7-daymovingaverage,7_CurrentlyInfected,8_Deaths,9_DailyDeaths,10_DailyDeaths- 3-daymovingaverage,11_DailyDeaths- 7-daymovingaverage,12_NewRecoveries,13_NewCases,14_DeathRate,15_RecoveryRate
99,"May 24, 2020",2285,1.930,98.070,16717,5,11,15,2285,279,0,0,1,63,5,1.930,98.070
100,"May 25, 2020",2146,1.930,98.070,16734,17,15,13,2146,281,2,1,1,154,17,1.930,98.070
101,"May 26, 2020",2019,1.910,98.090,16757,23,15,14,2019,281,0,0,1,150,23,1.910,98.090
102,"May 27, 2020",1942,1.890,98.110,16793,36,25,18,1942,281,0,1,0,113,36,1.890,98.110
103,"May 28, 2020",1909,1.900,98.100,16872,79,46,27,1909,284,3,1,1,109,79,1.900,98.100
104,"May 29, 2020",1927,1.890,98.110,16987,115,77,42,1927,284,0,1,0,97,115,1.890,98.110
105,"May 30, 2020",1917,1.880,98.120,17012,25,73,43,1917,284,0,1,1,35,25,1.880,98.120
106,"May 31, 2020",1974,1.890,98.110,17071,59,66,50,1974,285,1,0,1,1,59,1.890,98.110
107,"Jun 01, 2020",2006,1.880,98.120,17169,98,61,63,2006,285,0,1,0,66,98,1.880,98.120
108,"Jun 02, 2020",2055,1.900,98.100,17285,116,91,75,2055,290,5,2,2,62,116,1.900,98.100
109,"Jun 03, 2020",2103,1.910,98.090,17377,92,102,83,2103,291,1,2,1,43,92,1.910,98.090
110,"Jun 04, 2020",2191,1.900,98.100,17495,118,109,89,2191,291,0,2,1,30,118,1.900,98.100
111,"Jun 05, 2020",2245,1.900,98.100,17562,67,92,83,2245,291,0,0,1,13,67,1.900,98.100
112,"Jun 06, 2020",2415,1.920,98.080,17752,190,125,105,2415,295,4,1,2,16,190,1.920,98.080
113,"Jun 07, 2020",2474,1.940,98.060,17863,111,123,113,2474,298,3,3,2,49,111,1.940,98.060
114,"Jun 08, 2020",2632,1.940,98.060,18032,169,156,124,2632,298,0,2,1,11,169,1.940,98.060
115,"Jun 09, 2020",2722,1.930,98.070,18180,148,143,128,2722,299,1,1,2,57,148,1.930,98.070
116,"Jun 10, 2020",2888,1.930,98.070,18355,175,164,139,2888,299,0,1,1,9,175,1.930,98.070
117,"Jun 11, 2020",3019,1.930,98.070,18569,214,179,154,3019,300,1,0,1,82,214,1.930,98.070
118,"Jun 12, 2020",3207,1.920,98.080,18795,226,205,176,3207,300,0,1,1,38,226,1.920,98.080
119,"Jun 13, 2020",3315,1.920,98.080,18972,177,206,174,3315,300,0,0,1,69,177,1.920,98.080
120,"Jun 14, 2020",3380,1.910,98.090,19055,83,162,170,3380,300,0,0,0,18,83,1.910,98.090
121,"Jun 15, 2020",3520,1.920,98.080,19237,182,147,173,3520,302,2,1,1,40,182,1.920,98.080
122,"Jun 16, 2020",3744,1.920,98.080,19495,258,174,187,3744,302,0,0,0,34,258,1.920,98.080
123,"Jun 17, 2020",4021,1.920,98.080,19783,288,243,204,4021,303,1,1,1,10,288,1.920,98.080
124,"Jun 18, 2020",4215,1.920,98.080,20036,253,266,210,4215,303,0,1,0,59,253,1.920,98.080
125,"Jun 19, 2020",4449,1.910,98.090,20339,303,282,221,4449,304,1,0,1,68,303,1.910,98.090
126,"Jun 20, 2020",4742,1.920,98.080,20633,294,283,237,4742,305,1,1,1,0,294,1.920,98.080
127,"Jun 21, 2020",4778,1.910,98.090,20778,145,247,246,4778,306,1,1,1,108,145,1.910,98.090
128,"Jun 22, 2020",5014,1.910,98.090,21082,304,248,264,5014,307,1,1,0,67,304,1.910,98.090
129,"Jun 23, 2020",5335,1.900,98.100,21512,430,293,288,5335,308,1,1,1,108,430,1.900,98.100
130,"Jun 24, 2020",5796,1.900,98.100,22044,532,422,323,5796,308,0,1,1,71,532,1.900,98.100
131,"Jun 25, 2020",6084,1.890,98.110,22400,356,439,337,6084,309,1,0,1,67,356,1.890,98.110
132,"Jun 26, 2020",5614,1.830,98.170,22800,400,430,352,5614,314,5,2,1,865,400,1.830,98.170
133,"Jun 27, 2020",6102,1.830,98.170,23421,621,459,398,6102,317,3,3,2,130,621,1.830,98.170
134,"Jun 28, 2020",6363,1.830,98.170,23755,334,451,426,6363,318,1,3,2,72,334,1.830,98.170
135,"Jun 29, 2020",6904,1.820,98.180,24441,686,547,479,6904,319,1,2,1,144,686,1.820,98.180
136,"Jun 30, 2020",7583,1.810,98.190,25244,803,608,534,7583,320,1,1,2,123,803,1.810,98.190
137,"Jul 01, 2020",8483,1.810,98.190,26257,1013,834,601,8483,322,2,1,2,111,1013,1.810,98.190
138,"Jul 02, 2020",9176,1.810,98.190,27047,790,869,664,9176,324,2,2,2,95,790,1.810,98.190
139,"Jul 03, 2020",10060,1.810,98.190,28055,1008,937,751,10060,326,2,2,2,122,1008,1.810,98.190
140,"Jul 04, 2020",11024,1.820,98.180,29170,1115,971,821,11024,330,4,3,2,147,1115,1.820,98.180
141,"Jul 05, 2020",11677,1.810,98.190,29958,788,970,886,11677,331,1,2,2,134,788,1.810,98.190
142,"Jul 06, 2020",12359,1.820,98.180,30749,791,898,902,12359,334,3,3,2,106,791,1.820,98.180
143,"Jul 07, 2020",13653,1.840,98.160,32222,1473,1017,996,13653,342,8,4,3,171,1473,1.840,98.160
144,"Jul 08, 2020",14875,1.840,98.160,33557,1335,1200,1043,14875,344,2,4,3,111,1335,1.840,98.160
145,"Jul 09, 2020",16025,1.850,98.150,34825,1268,1359,1111,16025,348,4,5,3,114,1268,1.850,98.150
146,"Jul 10, 2020",17302,1.850,98.150,36266,1441,1348,1173,17302,351,3,3,4,161,1441,1.850,98.150
147,"Jul 11, 2020",18296,1.850,98.150,37464,1198,1302,1185,18296,354,3,3,3,201,1198,1.850,98.150
148,"Jul 12, 2020",19300,1.870,98.130,38670,1206,1282,1245,19300,362,8,5,5,194,1206,1.870,98.130
149,"Jul 13, 2020",20872,1.850,98.150,40632,1962,1455,1412,20872,365,3,4,4,387,1962,1.850,98.150
150,"Jul 14, 2020",22324,1.850,98.150,42360,1728,1632,1448,22324,371,6,6,4,270,1728,1.850,98.150
151,"Jul 15, 2020",23823,1.850,98.150,44188,1828,1839,1519,23823,376,5,5,5,324,1828,1.850,98.150
152,"Jul 16, 2020",25305,1.850,98.150,46059,1871,1809,1605,25305,384,8,6,5,381,1871,1.850,98.150
153,"Jul 17, 2020",26323,1.850,98.150,47459,1400,1700,1599,26323,392,8,7,6,374,1400,1.850,98.150
154,"Jul 18, 2020",27616,1.840,98.160,49365,1906,1726,1700,27616,401,9,8,7,604,1906,1.840,98.160
155,"Jul 19, 2020",28205,1.850,98.150,50289,924,1410,1660,28205,409,8,9,6,327,924,1.850,98.150
156,"Jul 20, 2020",29434,1.840,98.160,52003,1714,1514,1624,29434,415,6,7,8,479,1714,1.840,98.160
157,"Jul 21, 2020",30874,1.830,98.170,54042,2039,1559,1669,30874,425,10,8,7,589,2039,1.830,98.170
158,"Jul 22, 2020",32345,1.810,98.190,56085,2043,1932,1699,32345,430,5,7,8,567,2043,1.810,98.190
159,"Jul 23, 2020",33496,1.810,98.190,57982,1897,1993,1704,33496,442,12,9,8,734,1897,1.810,98.190
160,"Jul 24, 2020",32230,1.640,98.360,59475,1493,1811,1716,32230,448,6,8,8,2753,1493,1.640,98.360
161,"Jul 25, 2020",33304,1.670,98.330,60678,1203,1531,1616,33304,457,9,9,8,120,1203,1.670,98.330
162,"Jul 26, 2020",34461,1.710,98.290,61956,1278,1325,1667,34461,470,13,9,9,108,1278,1.710,98.290
163,"Jul 27, 2020",36378,1.720,98.280,63985,2029,1503,1712,36378,474,4,9,8,108,2029,1.720,98.280
164,"Jul 28, 2020",33625,1.490,98.510,66293,2308,1872,1750,33625,486,12,10,9,5049,2308,1.490,98.510
165,"Jul 29, 2020",35062,1.480,98.520,68299,2006,2114,1745,35062,491,5,7,9,564,2006,1.480,98.520
166,"Jul 30, 2020",26047,1.140,98.860,70036,1737,2017,1722,26047,500,9,8,8,10743,1737,1.140,98.860
167,"Jul 31, 2020",26608,1.150,98.850,70970,934,1559,1642,26608,512,12,9,9,361,934,1.150,98.850
168,"Aug 01, 2020",26590,1.150,98.850,72218,1248,1307,1649,26590,526,14,12,10,1252,1248,1.150,98.850
169,"Aug 02, 2020",26602,1.160,98.840,72815,597,926,1551,26602,536,10,12,10,575,597,1.160,98.840
170,"Aug 03, 2020",26313,1.130,98.870,74430,1615,1153,1492,26313,546,10,11,10,1894,1615,1.130,98.870
171,"Aug 04, 2020",25803,1.110,98.890,76198,1768,1327,1415,25803,561,15,12,11,2263,1768,1.110,98.890
172,"Aug 05, 2020",25959,1.090,98.910,77919,1721,1701,1374,25959,565,4,9,10,1561,1721,1.090,98.910
173,"Aug 06, 2020",25556,1.070,98.930,79559,1640,1710,1361,25556,576,11,10,11,2032,1640,1.070,98.930
174,"Aug 07, 2020",25097,1.040,98.960,80991,1432,1598,1431,25097,581,5,7,10,1886,1432,1.040,98.960
175,"Aug 08, 2020",24660,1.030,98.970,82324,1333,1468,1444,24660,593,12,9,9,1758,1333,1.030,98.970
176,"Aug 09, 2020",24869,1.030,98.970,83002,678,1148,1455,24869,600,7,8,10,462,678,1.030,98.970
177,"Aug 10, 2020",25111,1.030,98.970,84722,1720,1243,1471,25111,613,13,11,9,1465,1720,1.030,98.970
178,"Aug 11, 2020",25891,1.020,98.980,86593,1871,1423,1485,25891,622,9,10,9,1082,1871,1.020,98.980
179,"Aug 12, 2020",25403,1.020,98.980,88151,1558,1717,1461,25403,639,17,13,10,2029,1558,1.020,98.980
180,"Aug 13, 2020",24425,1.000,99.000,89822,1671,1700,1466,24425,651,12,12,11,2637,1671,1.000,99.000
181,"Aug 14, 2020",23450,0.980,99.020,91080,1258,1495,1442,23450,665,14,15,12,2219,1258,0.980,99.020
182,"Aug 15, 2020",23609,0.980,99.020,92233,1153,1361,1415,23609,674,9,11,12,985,1153,0.980,99.020
183,"Aug 16, 2020",23485,0.990,99.010,92680,447,953,1383,23485,685,11,12,12,560,447,0.990,99.010
184,"Aug 17, 2020",23768,0.970,99.030,94751,2071,1223,1433,23768,692,7,9,11,1781,2071,0.970,99.030
185,"Aug 18, 2020",23711,0.970,99.030,96409,1658,1392,1402,23711,708,16,11,12,1699,1658,0.970,99.030
186,"Aug 19, 2020",24096,1.060,98.940,97969,1560,1763,1402,24096,781,73,32,21,1102,1560,1.060,98.940
187,"Aug 20, 2020",24225,1.050,98.950,99599,1630,1616,1397,24225,795,14,34,20,1487,1630,1.050,98.950
188,"Aug 21, 2020",22122,1.030,98.970,100716,1117,1436,1377,22122,809,14,34,21,3206,1117,1.030,98.970
189,"Aug 22, 2020",22463,1.030,98.970,101933,1217,1321,1385,22463,819,10,13,21,866,1217,1.030,98.970
190,"Aug 23, 2020",22315,1.040,98.960,102663,730,1022,1427,22315,834,15,13,21,863,730,1.040,98.960
191,"Aug 24, 2020",21983,1.030,98.970,104472,1809,1252,1388,21983,847,13,12,22,2128,1809,1.030,98.970
192,"Aug 25, 2020",21779,1.010,98.990,106460,1988,1509,1436,21779,859,12,14,22,2180,1988,1.010,98.990
193,"Aug 26, 2020",21062,1.000,99.000,108403,1943,1913,1491,21062,875,16,13,13,2644,1943,1.000,99.000
194,"Aug 27, 2020",21793,1.000,99.000,110403,2000,1977,1543,21793,884,9,13,13,1260,2000,1.000,99.000
195,"Aug 28, 2020",20055,0.970,99.030,112000,1597,1847,1612,20055,894,10,11,12,3325,1597,0.970,99.030
196,"Aug 29, 2020",20455,0.970,99.030,113465,1465,1687,1648,20455,906,12,11,12,1053,1465,0.970,99.030
197,"Aug 30, 2020",20305,0.980,99.020,114020,555,1206,1622,20305,919,13,11,12,692,555,0.980,99.020
198,"Aug 31, 2020",20648,0.980,99.020,116596,2576,1532,1732,20648,939,20,15,14,2213,2576,0.980,99.020
199,"Sep 01, 2020",21367,0.980,99.020,118538,1942,1691,1725,21367,957,18,17,14,1205,1942,0.980,99.020
200,"Sep 02, 2020",23261,0.990,99.010,121464,2926,2481,1866,23261,969,12,17,13,1020,2926,0.990,99.010
201,"Sep 03, 2020",24825,0.990,99.010,124455,2991,2620,2008,24825,985,16,15,14,1411,2991,0.990,99.010
202,"Sep 04, 2020",25069,0.980,99.020,126419,1964,2627,2060,25069,993,8,12,15,1712,1964,0.980,99.020
203,"Sep 05, 2020",26448,0.980,99.020,128936,2517,2490,2210,26448,1007,14,13,14,1124,2517,0.980,99.020
204,"Sep 06, 2020",27148,0.980,99.020,130644,1708,2063,2375,27148,1019,12,11,14,996,1708,0.980,99.020
205,"Sep 07, 2020",27494,0.960,99.040,133975,3331,2519,2482,27494,1026,7,11,13,2978,3331,0.960,99.040
206,"Sep 08, 2020",29522,0.960,99.040,137565,3590,2876,2718,29522,1040,14,11,12,1548,3590,0.960,99.040
207,"Sep 09, 2020",31689,0.960,99.040,141097,3532,3485,2805,31689,1054,14,12,12,1351,3532,0.960,99.040
208,"Sep 10, 2020",34507,0.970,99.030,145526,4429,3850,3010,34507,1077,23,17,13,1588,4429,0.970,99.030
209,"Sep 11, 2020",35746,0.970,99.030,148564,3038,3666,3164,35746,1090,13,17,14,1786,3038,0.970,99.030
210,"Sep 12, 2020",38123,0.960,99.040,152722,4158,3875,3398,38123,1103,13,16,13,1768,4158,0.960,99.040
211,"Sep 13, 2020",39487,0.960,99.040,155604,2882,3360,3566,39487,1119,16,14,15,1502,2882,0.960,99.040
212,"Sep 14, 2020",40662,0.950,99.050,160368,4764,3934,3770,40662,1136,17,15,15,3572,4764,0.950,99.050
213,"Sep 15, 2020",42528,0.940,99.060,164402,4034,3894,3834,42528,1147,11,15,16,2157,4034,0.940,99.060
214,"Sep 16, 2020",46085,0.930,99.070,170465,6063,4953,4195,46085,1161,14,14,15,2492,6063,0.930,99.070
215,"Sep 17, 2020",47758,0.920,99.080,175256,4791,4963,4247,47758,1169,8,11,13,3110,4791,0.920,99.080
216,"Sep 18, 2020",47851,0.910,99.090,179071,3815,4890,4359,47851,1196,27,16,15,3695,3815,0.910,99.090
217,"Sep 19, 2020",49927,0.920,99.080,183602,4531,4379,4411,49927,1226,30,22,18,2425,4531,0.920,99.080
218,"Sep 20, 2020",52577,0.930,99.070,187902,4300,4215,4614,52577,1256,30,29,19,1620,4300,0.930,99.070
219,"Sep 21, 2020",52876,0.920,99.080,190929,3027,3953,4366,52876,1273,17,26,20,2711,3027,0.920,99.080
220,"Sep 22, 2020",51338,0.900,99.100,193374,2445,3257,4139,51338,1285,12,19,20,3971,2445,0.900,99.100
221,"Sep 23, 2020",58402,0.910,99.090,204690,11316,5596,4889,58402,1325,40,23,23,4212,11316,0.910,99.090
222,"Sep 24, 2020",61924,0.920,99.080,212115,7425,7062,5266,61924,1378,53,35,30,3850,7425,0.920,99.080
223,"Sep 25, 2020",62913,0.910,99.090,217899,5784,8175,5546,62913,1412,34,43,31,4761,5784,0.910,99.090
224,"Sep 26, 2020",68122,0.910,99.090,227100,9201,7470,6214,68122,1441,29,38,31,3963,9201,0.910,99.090
225,"Sep 27, 2020",69629,0.910,99.090,231026,3926,6304,6161,69629,1466,25,30,30,2394,3926,0.910,99.090
226,"Sep 28, 2020",66567,0.900,99.100,233265,2239,5122,6048,66567,1507,41,31,33,5260,2239,0.900,99.100
227,"Sep 29, 2020",67594,0.900,99.100,236926,3661,3275,6222,67594,1528,21,29,35,2613,3661,0.900,99.100
228,"Sep 30, 2020",69419,0.890,99.110,245494,8568,4823,5829,69419,1569,41,35,35,6702,8568,0.890,99.110
229,"Oct 01, 2020",72400,0.900,99.100,253490,7996,6741,5911,72400,1622,53,38,34,4962,7996,0.900,99.100
230,"Oct 02, 2020",72165,0.870,99.130,258920,5430,7332,5860,72165,1633,11,35,32,5654,5430,0.870,99.130
231,"Oct 03, 2020",71510,0.870,99.130,264443,5523,6316,5334,71510,1682,49,38,34,6129,5523,0.870,99.130
232,"Oct 04, 2020",69427,0.870,99.130,266775,2332,4428,5107,69427,1719,37,32,37,4378,2332,0.870,99.130
233,"Oct 05, 2020",66197,0.850,99.150,272309,5534,4463,5578,66197,1757,38,41,35,8726,5534,0.850,99.150
234,"Oct 06, 2020",63832,0.840,99.160,277026,4717,4195,5729,63832,1797,40,39,39,7042,4717,0.840,99.160
235,"Oct 07, 2020",63044,0.840,99.160,281481,4455,4902,5141,63044,1824,27,35,36,5216,4455,0.840,99.160
236,"Oct 08, 2020",61901,0.830,99.170,285336,3855,4342,4549,61901,1864,40,35,35,4958,3855,0.830,99.170
